date,ED_visits,avg_weather_C,avg_precip,avg_snow,is_holiday,is_weekend,season
7/17/2147,14,24.3,0.11,0.5,0,0,2
7/18/2147,15,24.3,0.11,0.5,0,0,2
7/19/2147,1,24.3,0.11,0.5,0,0,2
7/20/2147,52,24.300000000000004,0.11,0.5,0,0,2
7/21/2147,6,24.3,0.11,0.5,0,0,2
7/22/2147,13,24.300000000000004,0.11,0.5,0,1,2
7/23/2147,30,24.3,0.11,0.5,0,1,2
7/24/2147,10,24.3,0.11000000000000001,0.5,0,0,2
7/25/2147,12,24.3,0.11,0.5,0,0,2
7/26/2147,21,24.3,0.11,0.5,0,0,2
7/27/2147,55,24.3,0.11,0.5,0,0,2
7/28/2147,2,24.3,0.11,0.5,0,0,2
7/29/2147,1,24.3,0.11,0.5,0,1,2
7/30/2147,48,24.3,0.11,0.5,0,1,2
7/31/2147,144,24.3,0.11,0.5,0,0,2
8/1/2147,29,23.3,0.1,0.8,0,0,2
8/2/2147,2,23.3,0.1,0.8,0,0,2
8/3/2147,18,23.3,0.1,0.8,0,0,2
8/4/2147,49,23.3,0.1,0.8,0,0,2
8/5/2147,76,23.3,0.1,0.8,0,1,2
8/6/2147,8,23.3,0.1,0.8,0,1,2
8/7/2147,45,23.3,0.1,0.8,0,0,2
8/8/2147,8,23.3,0.1,0.8,0,0,2
8/9/2147,48,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/10/2147,28,23.3,0.1,0.8,0,0,2
8/12/2147,2,23.3,0.1,0.8,0,1,2
8/13/2147,19,23.3,0.1,0.8,0,1,2
8/14/2147,10,23.3,0.1,0.8,0,0,2
8/15/2147,111,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/16/2147,64,23.3,0.1,0.8,0,0,2
8/17/2147,35,23.3,0.1,0.8,0,0,2
8/18/2147,24,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/19/2147,22,23.3,0.1,0.8,0,1,2
8/20/2147,19,23.3,0.1,0.8,0,1,2
8/21/2147,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/22/2147,1,23.3,0.1,0.8,0,0,2
8/23/2147,36,23.3,0.1,0.8,0,0,2
8/24/2147,36,23.3,0.1,0.8,0,0,2
8/25/2147,46,23.3,0.1,0.8,0,0,2
8/26/2147,57,23.3,0.1,0.8,0,1,2
8/27/2147,48,23.3,0.10000000000000002,0.8000000000000002,0,1,2
8/28/2147,34,23.3,0.1,0.8,0,0,2
8/30/2147,22,23.3,0.1,0.8,0,0,2
8/31/2147,15,23.3,0.1,0.8,0,0,2
9/1/2147,42,19.5,0.1,0.3,0,0,0
9/2/2147,37,19.5,0.1,0.3,0,1,0
9/3/2147,63,19.5,0.1,0.3,0,1,0
9/4/2147,22,19.5,0.1,0.3,0,0,0
9/5/2147,39,19.5,0.1,0.3,0,0,0
9/6/2147,95,19.5,0.1,0.3,0,0,0
9/7/2147,11,19.5,0.1,0.3,0,0,0
9/8/2147,23,19.5,0.1,0.3,0,0,0
9/9/2147,32,19.5,0.1,0.3,0,1,0
9/10/2147,17,19.5,0.1,0.3,0,1,0
9/11/2147,9,19.5,0.1,0.3,0,0,0
9/12/2147,45,19.5,0.1,0.3,0,0,0
9/13/2147,29,19.5,0.1,0.3,0,0,0
9/14/2147,19,19.5,0.1,0.3,0,0,0
9/15/2147,7,19.5,0.1,0.3,0,0,0
9/16/2147,50,19.5,0.1,0.3,0,1,0
9/17/2147,24,19.5,0.10000000000000002,0.3,0,1,0
9/18/2147,29,19.5,0.1,0.3,0,0,0
9/19/2147,50,19.5,0.1,0.3,0,0,0
9/20/2147,33,19.5,0.1,0.3,0,0,0
9/21/2147,12,19.5,0.10000000000000002,0.3,0,0,0
9/22/2147,13,19.5,0.1,0.3,0,0,0
9/23/2147,26,19.5,0.1,0.3,0,1,0
9/24/2147,34,19.5,0.1,0.3,0,1,0
9/25/2147,55,19.5,0.1,0.3,0,0,0
9/26/2147,9,19.5,0.1,0.3,0,0,0
9/27/2147,14,19.5,0.1,0.3,0,0,0
9/28/2147,33,19.5,0.1,0.3,0,0,0
9/29/2147,22,19.5,0.1,0.3,0,0,0
9/30/2147,40,19.5,0.1,0.3,0,1,0
10/1/2147,23,13.7,0.13,0,0,1,0
10/2/2147,20,13.7,0.13,0,0,0,0
10/3/2147,16,13.7,0.13,0,0,0,0
10/4/2147,12,13.699999999999998,0.13,0,0,0,0
10/5/2147,85,13.7,0.13,0,0,0,0
10/6/2147,25,13.7,0.13,0,0,0,0
10/8/2147,6,13.699999999999998,0.13,0,0,1,0
10/9/2147,19,13.700000000000001,0.13,0,0,0,0
10/10/2147,36,13.7,0.13,0,0,0,0
10/11/2147,62,13.7,0.13,0,0,0,0
10/12/2147,18,13.7,0.13,0,0,0,0
10/13/2147,22,13.7,0.13,0,0,0,0
10/14/2147,39,13.7,0.13,0,0,1,0
10/15/2147,20,13.7,0.13,0,0,1,0
10/16/2147,99,13.7,0.13,0,0,0,0
10/17/2147,29,13.7,0.13,0,0,0,0
10/18/2147,1,13.7,0.13,0,0,0,0
10/19/2147,3,13.699999999999998,0.13,0,0,0,0
10/20/2147,56,13.7,0.13,0,0,0,0
10/21/2147,9,13.7,0.13,0,0,1,0
10/22/2147,16,13.7,0.13,0,0,1,0
10/24/2147,49,13.7,0.13,0,0,0,0
10/25/2147,9,13.7,0.13,0,0,0,0
10/26/2147,46,13.7,0.13,0,0,0,0
10/27/2147,33,13.7,0.13,0,0,0,0
10/28/2147,4,13.7,0.13,0,0,1,0
10/29/2147,15,13.7,0.13,0,0,1,0
10/30/2147,11,13.7,0.13,0,0,0,0
10/31/2147,9,13.7,0.13,0,0,0,0
11/1/2147,5,7,0.12,0,0,0,0
11/2/2147,12,7,0.12,0,0,0,0
11/3/2147,31,7,0.12,0,0,0,0
11/4/2147,29,7,0.12,0,0,1,0
11/5/2147,45,7,0.11999999999999998,0,0,1,0
11/6/2147,77,7,0.12000000000000001,0,0,0,0
11/7/2147,37,7,0.11999999999999998,0,0,0,0
11/8/2147,29,7,0.12,0,0,0,0
11/9/2147,41,7,0.12,0,0,0,0
11/10/2147,65,7,0.12,0,0,0,0
11/11/2147,14,7,0.12,0,0,1,0
11/12/2147,44,7,0.11999999999999998,0,0,1,0
11/13/2147,16,7,0.12,0,0,0,0
11/14/2147,17,7,0.12,0,0,0,0
11/15/2147,30,7,0.11999999999999998,0,0,0,0
11/16/2147,15,7,0.11999999999999998,0,0,0,0
11/17/2147,3,7,0.12,0,0,0,0
11/18/2147,20,7,0.12,0,0,1,0
11/19/2147,27,7,0.12,0,0,1,0
11/20/2147,44,7,0.11999999999999998,0,0,0,0
11/21/2147,53,7,0.12,0,0,0,0
11/22/2147,70,7,0.12000000000000001,0,0,0,0
11/23/2147,6,7,0.12,0,0,0,0
11/24/2147,43,7,0.12000000000000001,0,0,0,0
11/25/2147,32,7,0.12,0,0,1,0
11/26/2147,23,7,0.12,0,0,1,0
11/27/2147,56,7,0.12,0,0,0,0
11/28/2147,52,7,0.12000000000000001,0,0,0,0
11/29/2147,41,7,0.12,0,0,0,0
11/30/2147,107,7,0.12,0,0,0,0
12/1/2147,10,2.9,0.14,0.01,0,0,3
12/2/2147,6,2.9,0.14,0.01,0,1,3
12/3/2147,14,2.9,0.14,0.01,0,1,3
12/4/2147,71,2.9,0.14,0.01,0,0,3
12/5/2147,45,2.9,0.14,0.01,0,0,3
12/6/2147,1,2.9,0.14,0.01,0,0,3
12/7/2147,85,2.9,0.14,0.01,0,0,3
12/8/2147,52,2.8999999999999995,0.14,0.01,0,0,3
12/9/2147,38,2.9,0.14,0.01,0,1,3
12/10/2147,29,2.9,0.14,0.01,0,1,3
12/11/2147,13,2.8999999999999995,0.14,0.01,0,0,3
12/12/2147,41,2.9,0.14,0.01,0,0,3
12/13/2147,98,2.9,0.14,0.01,0,0,3
12/14/2147,29,2.9,0.14,0.01,0,0,3
12/15/2147,26,2.8999999999999995,0.14,0.01,0,0,3
12/16/2147,37,2.9,0.14,0.01,0,1,3
12/17/2147,36,2.9,0.14,0.01,0,1,3
12/18/2147,14,2.9,0.14,0.01,0,0,3
12/19/2147,20,2.9,0.14,0.01,0,0,3
12/20/2147,23,2.9,0.14,0.01,0,0,3
12/21/2147,6,2.9,0.14,0.01,0,0,3
12/22/2147,18,2.9,0.14,0.01,0,0,3
12/23/2147,37,2.9,0.14,0.01,0,1,3
12/24/2147,40,2.9,0.14,0.01,0,1,3
12/25/2147,28,2.9,0.14,0.01,0,0,3
12/26/2147,4,2.9,0.14,0.01,0,0,3
12/27/2147,14,2.9,0.14,0.01,0,0,3
12/28/2147,56,2.9,0.14,0.01,0,0,3
12/29/2147,33,2.9,0.14,0.01,0,0,3
12/30/2147,24,2.9,0.14,0.01,0,1,3
12/31/2147,32,2.9,0.14,0.01,0,1,3
1/1/2148,12,-0.9,0.11,0,0,0,3
1/2/2148,45,-0.9,0.11,0,0,0,3
1/3/2148,14,-0.9,0.11,0,0,0,3
1/4/2148,34,-0.9,0.11,0,0,0,3
1/5/2148,2,-0.9,0.11,0,0,0,3
1/6/2148,2,-0.9,0.11,0,0,1,3
1/7/2148,14,-0.9,0.11,0,0,1,3
1/8/2148,24,-0.9,0.11,0,0,0,3
1/9/2148,14,-0.9,0.11,0,0,0,3
1/10/2148,31,-0.9,0.11,0,0,0,3
1/11/2148,31,-0.9,0.11,0,0,0,3
1/12/2148,24,-0.9,0.11,0,0,0,3
1/13/2148,21,-0.9,0.11,0,0,1,3
1/14/2148,8,-0.9,0.11,0,0,1,3
1/15/2148,33,-0.9,0.11,0,0,0,3
1/16/2148,22,-0.9,0.11,0,0,0,3
1/17/2148,13,-0.9,0.11,0,0,0,3
1/18/2148,130,-0.9,0.11,0,0,0,3
1/19/2148,37,-0.9,0.11000000000000001,0,0,0,3
1/20/2148,21,-0.9,0.11,0,0,1,3
1/21/2148,4,-0.9,0.11,0,0,1,3
1/22/2148,33,-0.9,0.11,0,0,0,3
1/23/2148,8,-0.9,0.11,0,0,0,3
1/24/2148,28,-0.9,0.11,0,0,0,3
1/25/2148,22,-0.9,0.11,0,0,0,3
1/26/2148,12,-0.9,0.11,0,0,0,3
1/27/2148,9,-0.9,0.11,0,0,1,3
1/28/2148,1,-0.9,0.11,0,0,1,3
1/29/2148,4,-0.9,0.11,0,0,0,3
1/30/2148,98,-0.9,0.10999999999999999,0,0,0,3
1/31/2148,30,-0.9,0.11,0,0,0,3
2/1/2148,12,0.10000000000000002,0.13,0.01,0,0,3
2/2/2148,95,0.1,0.13,0.01,0,0,3
2/3/2148,14,0.1,0.13,0.01,0,1,3
2/4/2148,10,0.1,0.13,0.01,0,1,3
2/5/2148,29,0.1,0.13,0.01,0,0,3
2/7/2148,8,0.1,0.13,0.01,0,0,3
2/8/2148,50,0.1,0.13,0.01,0,0,3
2/9/2148,19,0.1,0.13,0.01,0,0,3
2/11/2148,7,0.1,0.13,0.01,0,1,3
2/12/2148,12,0.10000000000000002,0.13,0.01,0,0,3
2/13/2148,20,0.1,0.13,0.01,0,0,3
2/14/2148,33,0.1,0.13,0.01,0,0,3
2/15/2148,66,0.1,0.13,0.01,0,0,3
2/17/2148,52,0.1,0.13,0.01,0,1,3
2/18/2148,22,0.1,0.13,0.01,0,1,3
2/19/2148,62,0.1,0.13,0.01,0,0,3
2/20/2148,28,0.1,0.13,0.01,0,0,3
2/21/2148,41,0.10000000000000002,0.13,0.01,0,0,3
2/22/2148,44,0.1,0.13,0.01,0,0,3
2/23/2148,54,0.1,0.13,0.01,0,0,3
2/24/2148,7,0.1,0.13,0.01,0,1,3
2/25/2148,8,0.1,0.13,0.01,0,1,3
2/26/2148,38,0.1,0.13,0.01,0,0,3
2/27/2148,20,0.1,0.13,0.01,0,0,3
2/28/2148,6,0.10000000000000002,0.13,0.01,0,0,3
2/29/2148,92,0.1,0.13,0.01,0,0,3
3/1/2148,16,3.4,0.11,0,0,0,1
3/2/2148,30,3.4,0.11,0,0,1,1
3/3/2148,7,3.4,0.11,0,0,1,1
3/4/2148,13,3.3999999999999995,0.11,0,0,0,1
3/5/2148,9,3.4,0.11,0,0,0,1
3/6/2148,21,3.3999999999999995,0.11,0,0,0,1
3/7/2148,74,3.4,0.11000000000000001,0,0,0,1
3/8/2148,12,3.4,0.11,0,0,0,1
3/9/2148,13,3.3999999999999995,0.11,0,0,1,1
3/10/2148,73,3.4,0.10999999999999999,0,0,1,1
3/11/2148,8,3.4,0.11,0,0,0,1
3/12/2148,1,3.4,0.11,0,0,0,1
3/13/2148,41,3.4000000000000004,0.11,0,0,0,1
3/14/2148,44,3.4,0.11,0,0,0,1
3/15/2148,35,3.4,0.11,0,0,0,1
3/16/2148,78,3.4,0.11,0,0,1,1
3/17/2148,18,3.4,0.11,0,0,1,1
3/18/2148,40,3.4,0.11000000000000001,0,0,0,1
3/20/2148,22,3.4,0.11,0,0,0,1
3/21/2148,13,3.3999999999999995,0.11,0,0,0,1
3/22/2148,57,3.4,0.11000000000000001,0,0,0,1
3/24/2148,62,3.4,0.11,0,0,1,1
3/25/2148,111,3.4,0.11000000000000001,0,0,0,1
3/26/2148,27,3.4,0.11,0,0,0,1
3/27/2148,17,3.4,0.11,0,0,0,1
3/28/2148,1,3.4,0.11,0,0,0,1
3/29/2148,13,3.3999999999999995,0.11,0,0,0,1
3/30/2148,11,3.4,0.11,0,0,1,1
3/31/2148,13,3.3999999999999995,0.11,0,0,1,1
4/1/2148,35,9.6,0.13,0,0,0,1
4/2/2148,1,9.6,0.13,0,0,0,1
4/3/2148,32,9.6,0.13,0,0,0,1
4/4/2148,73,9.6,0.13,0,0,0,1
4/5/2148,1,9.6,0.13,0,0,0,1
4/6/2148,15,9.6,0.13,0,0,1,1
4/7/2148,13,9.6,0.13,0,0,1,1
4/8/2148,2,9.6,0.13,0,0,0,1
4/9/2148,28,9.6,0.13,0,0,0,1
4/10/2148,22,9.6,0.13,0,0,0,1
4/11/2148,49,9.6,0.13,0,0,0,1
4/12/2148,6,9.6,0.13,0,0,0,1
4/13/2148,86,9.6,0.13,0,0,1,1
4/14/2148,28,9.6,0.13,0,0,1,1
4/15/2148,38,9.6,0.13,0,0,0,1
4/16/2148,47,9.6,0.13,0,0,0,1
4/17/2148,14,9.6,0.13,0,0,0,1
4/18/2148,40,9.6,0.13,0,0,0,1
4/19/2148,68,9.6,0.13,0,0,0,1
4/20/2148,8,9.6,0.13,0,0,1,1
4/21/2148,7,9.6,0.13,0,0,1,1
4/22/2148,17,9.6,0.13,0,0,0,1
4/23/2148,27,9.6,0.13,0,0,0,1
4/24/2148,18,9.6,0.13,0,0,0,1
4/25/2148,2,9.6,0.13,0,0,0,1
4/26/2148,23,9.6,0.13,0,0,0,1
4/27/2148,150,9.6,0.13,0,0,1,1
4/29/2148,21,9.6,0.13,0,0,0,1
4/30/2148,40,9.6,0.13,0,0,0,1
5/2/2148,24,15.199999999999998,0.09,0,0,0,1
5/3/2148,180,15.2,0.09,0,0,0,1
5/4/2148,29,15.2,0.09,0,0,1,1
5/5/2148,7,15.2,0.09,0,0,1,1
5/6/2148,60,15.2,0.09,0,0,0,1
5/7/2148,15,15.2,0.09,0,0,0,1
5/8/2148,21,15.2,0.09,0,0,0,1
5/9/2148,91,15.200000000000001,0.09,0,0,0,1
5/10/2148,8,15.2,0.09,0,0,0,1
5/11/2148,86,15.200000000000001,0.09,0,0,1,1
5/12/2148,34,15.2,0.09,0,0,1,1
5/13/2148,52,15.2,0.09,0,0,0,1
5/14/2148,57,15.2,0.09,0,0,0,1
5/15/2148,19,15.200000000000001,0.09,0,0,0,1
5/16/2148,6,15.199999999999998,0.09,0,0,0,1
5/17/2148,2,15.2,0.09,0,0,0,1
5/18/2148,23,15.2,0.09,0,0,1,1
5/19/2148,20,15.2,0.09,0,0,1,1
5/20/2148,9,15.199999999999998,0.09,0,0,0,1
5/21/2148,21,15.2,0.09,0,0,0,1
5/22/2148,31,15.2,0.09,0,0,0,1
5/23/2148,59,15.2,0.09,0,0,0,1
5/24/2148,18,15.199999999999998,0.09,0,0,0,1
5/25/2148,61,15.2,0.09,0,0,1,1
5/26/2148,4,15.2,0.09,0,0,1,1
5/27/2148,35,15.2,0.09,0,0,0,1
5/28/2148,145,15.2,0.09,0,0,0,1
5/29/2148,41,15.199999999999998,0.09,0,0,0,1
5/30/2148,73,15.2,0.09,0,0,0,1
5/31/2148,96,15.199999999999998,0.09,0,0,0,1
6/1/2148,94,19.9,0.16,0.2,0,1,2
6/2/2148,103,19.9,0.16,0.2,0,1,2
6/3/2148,10,19.9,0.16,0.2,0,0,2
6/4/2148,60,19.9,0.16,0.2,0,0,2
6/5/2148,20,19.9,0.16,0.2,0,0,2
6/6/2148,11,19.9,0.16,0.2,0,0,2
6/7/2148,23,19.9,0.16,0.2,0,0,2
6/8/2148,104,19.9,0.16,0.2,0,1,2
6/9/2148,25,19.9,0.16,0.2,0,1,2
6/10/2148,14,19.9,0.16,0.2,0,0,2
6/11/2148,30,19.9,0.16,0.2,0,0,2
6/12/2148,15,19.9,0.16,0.2,0,0,2
6/13/2148,18,19.9,0.16,0.2,0,0,2
6/14/2148,49,19.9,0.16,0.2,0,0,2
6/15/2148,8,19.9,0.16,0.2,0,1,2
6/16/2148,31,19.9,0.16,0.2,0,1,2
6/18/2148,20,19.9,0.16,0.2,0,0,2
6/19/2148,53,19.899999999999995,0.16,0.20000000000000004,0,0,2
6/20/2148,21,19.9,0.16,0.2,0,0,2
6/21/2148,18,19.9,0.16,0.2,0,0,2
6/22/2148,30,19.9,0.16,0.2,0,1,2
6/23/2148,4,19.9,0.16,0.2,0,1,2
6/24/2148,46,19.9,0.16,0.2,0,0,2
6/25/2148,91,19.9,0.16,0.19999999999999998,0,0,2
6/26/2148,11,19.9,0.16,0.2,0,0,2
6/27/2148,20,19.9,0.16,0.2,0,0,2
6/28/2148,28,19.9,0.16,0.2,0,0,2
6/29/2148,108,19.9,0.16,0.2,0,1,2
6/30/2148,25,19.9,0.16,0.2,0,1,2
7/1/2148,81,24.3,0.11,0.5,0,0,2
7/2/2148,65,24.3,0.11,0.5,0,0,2
7/3/2148,30,24.3,0.11,0.5,0,0,2
7/4/2148,10,24.3,0.11000000000000001,0.5,0,0,2
7/5/2148,16,24.3,0.11,0.5,0,0,2
7/6/2148,18,24.3,0.11,0.5,0,1,2
7/7/2148,41,24.3,0.11,0.5,0,1,2
7/8/2148,77,24.3,0.11000000000000001,0.5,0,0,2
7/9/2148,6,24.3,0.11,0.5,0,0,2
7/11/2148,22,24.3,0.11,0.5,0,0,2
7/12/2148,47,24.300000000000004,0.11,0.5,0,0,2
7/13/2148,11,24.3,0.11,0.5,0,1,2
7/14/2148,96,24.3,0.11,0.5,0,1,2
7/15/2148,11,24.3,0.11,0.5,0,0,2
7/16/2148,32,24.3,0.11,0.5,0,0,2
7/17/2148,41,24.3,0.11,0.5,0,0,2
7/18/2148,16,24.3,0.11,0.5,0,0,2
7/19/2148,29,24.3,0.11,0.5,0,0,2
7/20/2148,40,24.3,0.11000000000000001,0.5,0,1,2
7/21/2148,22,24.3,0.11,0.5,0,1,2
7/22/2148,37,24.3,0.11000000000000001,0.5,0,0,2
7/23/2148,16,24.3,0.11,0.5,0,0,2
7/24/2148,6,24.3,0.11,0.5,0,0,2
7/26/2148,12,24.3,0.11,0.5,0,0,2
7/27/2148,85,24.3,0.11,0.5,0,1,2
7/29/2148,13,24.300000000000004,0.11,0.5,0,0,2
7/31/2148,29,24.3,0.11,0.5,0,0,2
8/1/2148,20,23.3,0.1,0.8,0,0,2
8/2/2148,15,23.3,0.1,0.8,0,0,2
8/3/2148,33,23.3,0.1,0.8,0,1,2
8/4/2148,15,23.3,0.1,0.8,0,1,2
8/5/2148,34,23.3,0.1,0.8,0,0,2
8/6/2148,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/7/2148,9,23.3,0.1,0.8,0,0,2
8/8/2148,58,23.3,0.1,0.8,0,0,2
8/9/2148,12,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/10/2148,12,23.3,0.10000000000000002,0.8000000000000002,0,1,2
8/11/2148,20,23.3,0.1,0.8,0,1,2
8/12/2148,58,23.3,0.1,0.8,0,0,2
8/13/2148,55,23.3,0.1,0.8,0,0,2
8/14/2148,42,23.3,0.1,0.8,0,0,2
8/15/2148,12,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/16/2148,51,23.3,0.1,0.8,0,0,2
8/17/2148,4,23.3,0.1,0.8,0,1,2
8/18/2148,57,23.3,0.1,0.8,0,1,2
8/19/2148,16,23.3,0.1,0.8,0,0,2
8/20/2148,32,23.3,0.1,0.8,0,0,2
8/21/2148,38,23.3,0.1,0.8,0,0,2
8/22/2148,17,23.3,0.1,0.8,0,0,2
8/23/2148,3,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/24/2148,36,23.3,0.1,0.8,0,1,2
8/25/2148,30,23.3,0.1,0.8,0,1,2
8/26/2148,13,23.300000000000004,0.1,0.8,0,0,2
8/27/2148,2,23.3,0.1,0.8,0,0,2
8/28/2148,9,23.3,0.1,0.8,0,0,2
8/29/2148,33,23.3,0.1,0.8,0,0,2
8/30/2148,56,23.3,0.1,0.8,0,0,2
8/31/2148,36,23.3,0.1,0.8,0,1,2
9/1/2148,73,19.5,0.1,0.3,0,1,0
9/2/2148,2,19.5,0.1,0.3,0,0,0
9/3/2148,21,19.5,0.1,0.3,0,0,0
9/4/2148,27,19.5,0.1,0.3,0,0,0
9/5/2148,12,19.5,0.10000000000000002,0.3,0,0,0
9/6/2148,12,19.5,0.10000000000000002,0.3,0,0,0
9/8/2148,45,19.5,0.1,0.3,0,1,0
9/9/2148,15,19.5,0.1,0.3,0,0,0
9/10/2148,27,19.5,0.1,0.3,0,0,0
9/11/2148,19,19.5,0.1,0.3,0,0,0
9/12/2148,9,19.5,0.1,0.3,0,0,0
9/13/2148,34,19.5,0.1,0.3,0,0,0
9/14/2148,21,19.5,0.1,0.3,0,1,0
9/15/2148,31,19.5,0.1,0.3,0,1,0
9/16/2148,42,19.5,0.1,0.3,0,0,0
9/17/2148,14,19.5,0.1,0.3,0,0,0
9/18/2148,40,19.5,0.1,0.3,0,0,0
9/19/2148,11,19.5,0.1,0.3,0,0,0
9/20/2148,28,19.5,0.1,0.3,0,0,0
9/22/2148,42,19.5,0.1,0.3,0,1,0
9/23/2148,79,19.5,0.1,0.3,0,0,0
9/24/2148,4,19.5,0.1,0.3,0,0,0
9/25/2148,36,19.5,0.1,0.3,0,0,0
9/26/2148,12,19.5,0.10000000000000002,0.3,0,0,0
9/27/2148,19,19.5,0.1,0.3,0,0,0
9/28/2148,14,19.5,0.1,0.3,0,1,0
9/29/2148,53,19.5,0.10000000000000002,0.3,0,1,0
9/30/2148,23,19.5,0.1,0.3,0,0,0
10/1/2148,56,13.7,0.13,0,0,0,0
10/2/2148,19,13.700000000000001,0.13,0,0,0,0
10/3/2148,4,13.7,0.13,0,0,0,0
10/4/2148,21,13.7,0.13,0,0,0,0
10/5/2148,55,13.7,0.13,0,0,1,0
10/8/2148,22,13.7,0.13,0,0,0,0
10/9/2148,62,13.7,0.13,0,0,0,0
10/10/2148,12,13.699999999999998,0.13,0,0,0,0
10/11/2148,3,13.699999999999998,0.13,0,0,0,0
10/12/2148,20,13.7,0.13,0,0,1,0
10/13/2148,26,13.7,0.13,0,0,1,0
10/14/2148,9,13.7,0.13,0,0,0,0
10/15/2148,36,13.7,0.13,0,0,0,0
10/16/2148,17,13.7,0.13,0,0,0,0
10/17/2148,22,13.7,0.13,0,0,0,0
10/18/2148,16,13.7,0.13,0,0,0,0
10/19/2148,6,13.699999999999998,0.13,0,0,1,0
10/21/2148,4,13.7,0.13,0,0,0,0
10/22/2148,14,13.7,0.13,0,0,0,0
10/23/2148,29,13.7,0.13,0,0,0,0
10/24/2148,13,13.7,0.13,0,0,0,0
10/25/2148,45,13.7,0.13,0,0,0,0
10/26/2148,10,13.7,0.13,0,0,1,0
10/28/2148,18,13.7,0.13,0,0,0,0
10/29/2148,33,13.7,0.13,0,0,0,0
10/30/2148,61,13.7,0.13,0,0,0,0
10/31/2148,71,13.7,0.13,0,0,0,0
11/1/2148,4,7,0.12,0,0,0,0
11/2/2148,14,7,0.12,0,0,1,0
11/3/2148,15,7,0.11999999999999998,0,0,1,0
11/4/2148,12,7,0.12,0,0,0,0
11/5/2148,25,7,0.12,0,0,0,0
11/6/2148,28,7,0.12,0,0,0,0
11/7/2148,9,7,0.12000000000000001,0,0,0,0
11/8/2148,38,7,0.12,0,0,0,0
11/9/2148,22,7,0.11999999999999998,0,0,1,0
11/10/2148,16,7,0.12,0,0,1,0
11/11/2148,12,7,0.12,0,0,0,0
11/13/2148,27,7,0.12,0,0,0,0
11/14/2148,42,7,0.12,0,0,0,0
11/15/2148,21,7,0.12,0,0,0,0
11/16/2148,11,7,0.11999999999999998,0,0,1,0
11/17/2148,20,7,0.12,0,0,1,0
11/18/2148,3,7,0.12,0,0,0,0
11/19/2148,6,7,0.12,0,0,0,0
11/20/2148,102,7,0.12,0,0,0,0
11/21/2148,3,7,0.12,0,0,0,0
11/23/2148,90,7,0.11999999999999998,0,0,1,0
11/24/2148,2,7,0.12,0,0,1,0
11/25/2148,2,7,0.12,0,0,0,0
11/26/2148,51,7,0.12,0,0,0,0
11/27/2148,17,7,0.12,0,0,0,0
11/28/2148,56,7,0.12,0,0,0,0
11/29/2148,34,7,0.12,0,0,0,0
11/30/2148,19,7,0.12,0,0,1,0
12/1/2148,53,2.9,0.14,0.01,0,1,3
12/2/2148,23,2.9,0.14,0.01,0,0,3
12/3/2148,25,2.9,0.14,0.01,0,0,3
12/4/2148,12,2.9,0.14,0.01,0,0,3
12/5/2148,29,2.9,0.14,0.01,0,0,3
12/6/2148,14,2.9,0.14,0.01,0,0,3
12/7/2148,15,2.9,0.14,0.01,0,1,3
12/8/2148,12,2.9,0.14,0.01,0,1,3
12/10/2148,45,2.9,0.14,0.01,0,0,3
12/11/2148,53,2.9,0.14,0.01,0,0,3
12/12/2148,28,2.9,0.14,0.01,0,0,3
12/13/2148,47,2.8999999999999995,0.14,0.01,0,0,3
12/14/2148,15,2.9,0.14,0.01,0,1,3
12/15/2148,4,2.9,0.14,0.01,0,1,3
12/16/2148,50,2.9,0.14,0.01,0,0,3
12/17/2148,45,2.9,0.14,0.01,0,0,3
12/18/2148,13,2.8999999999999995,0.14,0.01,0,0,3
12/19/2148,16,2.9,0.14,0.01,0,0,3
12/20/2148,26,2.8999999999999995,0.14,0.01,0,0,3
12/21/2148,8,2.9,0.14,0.01,0,1,3
12/22/2148,33,2.9,0.14,0.01,0,1,3
12/23/2148,49,2.9,0.14,0.01,0,0,3
12/24/2148,76,2.9,0.14,0.01,0,0,3
12/25/2148,20,2.9,0.14,0.01,0,0,3
12/26/2148,25,2.9,0.14,0.01,0,0,3
12/27/2148,36,2.9,0.14,0.01,0,0,3
12/28/2148,5,2.9,0.14,0.01,0,1,3
12/29/2148,5,2.9,0.14,0.01,0,1,3
12/30/2148,4,2.9,0.14,0.01,0,0,3
12/31/2148,50,2.9,0.14,0.01,0,0,3
1/1/2149,6,-0.9,0.11,0,0,0,3
1/2/2149,15,-0.9,0.11,0,0,0,3
1/3/2149,18,-0.9,0.11,0,0,0,3
1/4/2149,16,-0.9,0.11,0,0,1,3
1/5/2149,42,-0.9,0.11,0,0,1,3
1/6/2149,11,-0.9,0.11,0,0,0,3
1/7/2149,1,-0.9,0.11,0,0,0,3
1/8/2149,17,-0.9,0.11,0,0,0,3
1/9/2149,42,-0.9,0.11,0,0,0,3
1/11/2149,54,-0.9,0.11,0,0,1,3
1/12/2149,18,-0.9,0.11,0,0,1,3
1/14/2149,14,-0.9,0.11,0,0,0,3
